Fecha,Codigo habilitaci¢n,NOMBRE SEDE PRESTADOR,Localidad,Upz,"Numerador
Camas ocupadas covid -19 confirmados y probables","Denominador
(camas asignadas atenci¢n covid-19)",%Ocupaci¢n covid 19
5/31/2020,110012688701,NATIONAL CLINICS CENTENARIO SAS,LOS M?RTIRES,LA SABANA,20,20,100.0%
5/31/2020,110010867901,SOCIEDAD DE CIRUG?A DE BOGOT? - HOSPITAL DE SAN JOSê,LOS M?RTIRES,LA SABANA,6,9,66.7%
5/31/2020,110013029101,UNIDAD DE SERVICIOS DE SALUD SIM?N BOL?VAR,USAQUêN,LA URIBE,11,47,23.4%
5/31/2020,110012427906,CENTRO HOSPITALARIO SAN NICOLAS,BARRIOS UNIDOS,LOS ALC?ZARES,3,3,100.0%
5/31/2020,110010817160,COLSUBSIDIO CL?NICA 94,BARRIOS UNIDOS,LOS ANDES,6,12,50.0%
5/31/2020,110012084003,MIOCARDIO S.A.S CASTELLANA,BARRIOS UNIDOS,LOS ANDES,0,0,Sin Asignaci¢n
5/31/2020,110013028902,UNIDAD DE SERVICIOS DE SALUD SAN BLAS,SAN CRIST?BAL,LOS LIBERTADORES,1,6,16.7%
5/31/2020,110011693801,HOSPITAL MILITAR CENTRAL,CHAPINERO,PARDO RUBIO,5,28,17.9%
5/31/2020,110012311801,HOSPITAL CENTRAL POLIC?A NACIONAL,TEUSAQUILLO,PARQUE SIM?N BOL?VAR,5,10,50.0%
5/31/2020,110012760501,HOSPITAL UNIVERSITARIO NACIONAL DE COLOMBIA,TEUSAQUILLO,PARQUE SIM?N BOL?VAR,6,25,24.0%
5/31/2020,110010917802,CENTRO POLICL?NICO DEL OLAYA,RAFAEL URIBE URIBE,QUIROGA,2,8,25.0%
5/31/2020,110013028901,UNIDAD DE SERVICIOS DE SALUD SANTA CLARA,ANTONIO NARI•O,RESTREPO,19,38,50.0%
5/31/2020,110010413101,FUNDACI?N HOSPITAL SAN CARLOS,RAFAEL URIBE URIBE,SAN JOSê,8,24,33.3%
5/31/2020,110013187101,CL?NICA SANTA TERESITA DE NORMAND?A,ENGATIV?,SANTA CECILIA,0,0,Sin Asignaci¢n
5/31/2020,110012215003,CL?NICA MEDICAL S.A.S. SEDE SANTA JULIANA,LOS M?RTIRES,SANTA ISABEL,0,0,Sin Asignaci¢n
5/31/2020,110010568101,FUNDACI?N HOSPITAL DE LA MISERICORDIA,LOS M?RTIRES,SANTA ISABEL,0,0,Sin Asignaci¢n
5/31/2020,110010922401,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DE LA SAMARITANA,SAN CRIST?BAL,SOSIEGO,0,0,Sin Asignaci¢n
5/31/2020,110010566801,HOSPITAL UNIVERSITARIO CL?NICA SAN RAFAEL,SAN CRIST?BAL,SOSIEGO,12,20,60.0%
5/31/2020,110010606501,INSTITUTO NACIONAL DE CANCEROLOG?A - EMPRESA SOCIAL DEL ESTADO,SAN CRIST?BAL,SOSIEGO,0,0,Sin Asignaci¢n
5/31/2020,110010752101,CL?NICA NUEVA,TEUSAQUILLO,TEUSAQUILLO,0,0,Sin Asignaci¢n
5/31/2020,110010895201,CL?NICA PALERMO,TEUSAQUILLO,TEUSAQUILLO,5,16,31.3%
5/31/2020,110010812003,GARCIA PEREZ MEDICA Y COMPA•IA SAS,TEUSAQUILLO,TEUSAQUILLO,0,5,0.0%
5/31/2020,110011962901,INSTITUTO DEL CORAZ?N DE BOGOT?,TEUSAQUILLO,TEUSAQUILLO,0,0,Sin Asignaci¢n
5/31/2020,110010975701,INSTITUTO MEDICO DE ESPECIALISTAS CL?NICA DE ESPECIALISTAS CENTRO ODONTOL?GICO,TEUSAQUILLO,TEUSAQUILLO,0,0,Sin Asignaci¢n
5/31/2020,110010303101,NUEVA CL?NICA MAGDALENA,TEUSAQUILLO,TEUSAQUILLO,0,6,0.0%
5/31/2020,110013029601,Unidad de Servicios de Salud Occidente de Kennedy,KENNEDY,TIMIZA,13,21,61.9%
5/31/2020,110010911101,FUNDACI?N CARDIO INFANTIL INSTITUTO DE CARDIOLOG?A,USAQUêN,TOBER?N,18,27,66.7%
5/31/2020,110010910401,CL?NICA JUAN N CORPAS LTDA,SUBA,UPZ ZONA NORTE,0,0,Sin Asignaci¢n
5/31/2020,110010561801,FUNDACI?N SANTA FE DE BOGOT?,USAQUêN,USAQUêN,1,36,2.8%
5/31/2020,110013390301,LOSCOBOS MEDICAL CENTER SAS - LOSCOBOS,USAQUêN,USAQUêN,3,12,25.0%
5/31/2020,110013029401,UNIDAD DE SERVICIOS DE SALUD EL TUNAL,TUNJUELITO,VENECIA,18,26,69.2%
6/1/2020,110010966601,CL?NICA DEL OCCIDENTE S.A.,KENNEDY,AMêRICAS,12,20,60.0%
6/1/2020,110010822203,EUSALUD CL?NICA DE TRAUMATOLOG?A Y ORTOPEDIA,KENNEDY,AMêRICAS,4,7,57.1%
6/1/2020,110010918668,CL?NICA INFANTIL SANTA MAR?A DEL LAGO,ENGATIV?,BOYAC? REAL,8,17,47.1%
6/1/2020,110012507001,ADMINISTRADORA CL?NICA LA COLINA SAS,SUBA,CASA BLANCA SUBA,4,9,44.4%
6/1/2020,110010936101,CL?NICA DE MARLY,CHAPINERO,CHAPINERO,0,5,0.0%
6/1/2020,110010817102,CL?NICA INFANTIL COLSUBSIDIO,CHAPINERO,CHAPINERO,0,0,Sin Asignaci¢n
6/1/2020,110010945601,HOSPITAL UNIVERSITARIO SAN IGNACIO,CHAPINERO,CHAPINERO,1,8,12.5%
6/1/2020,110010817151,CL?NICA COLSUBSIDIO CALLE 100,CHAPINERO,CHIC? LAGO,1,1,100.0%
6/1/2020,110010793901,CL?NICA DE LA MUJER,CHAPINERO,CHIC? LAGO,0,0,Sin Asignaci¢n
6/1/2020,110010959901,CL?NICA DEL COUNTRY IPS,CHAPINERO,CHIC? LAGO,3,19,15.8%
6/1/2020,110012529701,CL?NICA LOS NOGALES SAS,CHAPINERO,CHIC? LAGO,9,15,60.0%
6/1/2020,110013502501,CL?NICA NUEVA EL LAGO S.A.S - SEDE CALLE 76,CHAPINERO,CHIC? LAGO,8,17,47.1%
6/1/2020,110010559735,Centro de Atenci¢n en Salud Cafam Cl°nica Calle 93,CHAPINERO,CHIC? LAGO,10,11,90.9%
6/1/2020,110012337101,CL?NICA VIP CENTRO DE MEDICINA INTERNACIONAL,CHAPINERO,CHIC? LAGO,5,6,83.3%
6/1/2020,110010918630,CL?NICA UNIVERSITARIA COLOMBIA,TEUSAQUILLO,CIUDAD SALITRE ORIENTAL,1,23,4.3%
6/1/2020,110010918608,CL?NICA REINA SOFIA,USAQUêN,COUNTRY CLUB,2,9,22.2%
6/1/2020,110011613301,HOSPITAL INFANTIL UNIVERSITARIO DE SAN JOSE,BARRIOS UNIDOS,DOCE DE OCTUBRE,7,10,70.0%
6/1/2020,110011864202,HOSPITAL UNIVERSITARIO BARRIOS UNIDOS-MEDERI,BARRIOS UNIDOS,DOCE DE OCTUBRE,0,6,0.0%
6/1/2020,110013029625,Unidad de Servicios de Salud Fontib¢n,FONTIB?N,FONTIB?N,4,6,66.7%
6/1/2020,110010559702,CENTRO DE ATENCI?N EN SALUD CAFAM CL?NICA,TEUSAQUILLO,GALER?AS,0,0,Sin Asignaci¢n
6/1/2020,110010817103,CL?NICA COLSUBSIDIO CIUDAD ROMA,KENNEDY,KENNEDY CENTRAL,21,22,95.5%
6/1/2020,110012215001,CL?NICA MEDICAL S.A.S. PROINFO,KENNEDY,KENNEDY CENTRAL,2,16,12.5%
6/1/2020,110010825801,INSTITUTO DE ORTOPEDIA INFANTIL ROOSEVELT,LA CANDELARIA,LA CANDELARIA,0,0,Sin Asignaci¢n
6/1/2020,110010644701,FUNDACI?N ABOOD SHAIO,SUBA,LA FLORESTA,6,20,30.0%
6/1/2020,110011864201,HOSPITAL UNIVERSITARIO MAYOR-MEDERI,LOS M?RTIRES,LA SABANA,24,24,100.0%
6/1/2020,110012688701,NATIONAL CLINICS CENTENARIO SAS,LOS M?RTIRES,LA SABANA,19,20,95.0%
6/1/2020,110010867901,SOCIEDAD DE CIRUG?A DE BOGOT? - HOSPITAL DE SAN JOSê,LOS M?RTIRES,LA SABANA,6,9,66.7%
6/1/2020,110013029101,UNIDAD DE SERVICIOS DE SALUD SIM?N BOL?VAR,USAQUêN,LA URIBE,11,47,23.4%
6/1/2020,110012427906,CENTRO HOSPITALARIO SAN NICOLAS,BARRIOS UNIDOS,LOS ALC?ZARES,2,3,66.7%
6/1/2020,110010817160,COLSUBSIDIO CL?NICA 94,BARRIOS UNIDOS,LOS ANDES,11,12,91.7%
6/1/2020,110012084003,MIOCARDIO S.A.S CASTELLANA,BARRIOS UNIDOS,LOS ANDES,0,0,Sin Asignaci¢n
6/1/2020,110013028902,UNIDAD DE SERVICIOS DE SALUD SAN BLAS,SAN CRIST?BAL,LOS LIBERTADORES,0,6,0.0%
6/1/2020,110011693801,HOSPITAL MILITAR CENTRAL,CHAPINERO,PARDO RUBIO,6,28,21.4%
6/1/2020,110012311801,HOSPITAL CENTRAL POLIC?A NACIONAL,TEUSAQUILLO,PARQUE SIM?N BOL?VAR,6,10,60.0%
6/1/2020,110012760501,HOSPITAL UNIVERSITARIO NACIONAL DE COLOMBIA,TEUSAQUILLO,PARQUE SIM?N BOL?VAR,8,24,33.3%
6/1/2020,110010917802,CENTRO POLICL?NICO DEL OLAYA,RAFAEL URIBE URIBE,QUIROGA,0,8,0.0%
6/1/2020,110013028901,UNIDAD DE SERVICIOS DE SALUD SANTA CLARA,ANTONIO NARI•O,RESTREPO,14,38,36.8%
6/1/2020,110010413101,FUNDACI?N HOSPITAL SAN CARLOS,RAFAEL URIBE URIBE,SAN JOSê,9,25,36.0%
6/1/2020,110013187101,CL?NICA SANTA TERESITA DE NORMAND?A,ENGATIV?,SANTA CECILIA,0,0,Sin Asignaci¢n
6/1/2020,110012215003,CL?NICA MEDICAL S.A.S. SEDE SANTA JULIANA,LOS M?RTIRES,SANTA ISABEL,0,0,Sin Asignaci¢n
6/1/2020,110010568101,FUNDACI?N HOSPITAL DE LA MISERICORDIA,LOS M?RTIRES,SANTA ISABEL,0,0,Sin Asignaci¢n
6/1/2020,110010922401,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DE LA SAMARITANA,SAN CRIST?BAL,SOSIEGO,0,0,Sin Asignaci¢n
6/1/2020,110010566801,HOSPITAL UNIVERSITARIO CL?NICA SAN RAFAEL,SAN CRIST?BAL,SOSIEGO,17,20,85.0%
6/1/2020,110010606501,INSTITUTO NACIONAL DE CANCEROLOG?A - EMPRESA SOCIAL DEL ESTADO,SAN CRIST?BAL,SOSIEGO,0,0,Sin Asignaci¢n
6/1/2020,110010752101,CL?NICA NUEVA,TEUSAQUILLO,TEUSAQUILLO,0,0,Sin Asignaci¢n
6/1/2020,110010895201,CL?NICA PALERMO,TEUSAQUILLO,TEUSAQUILLO,3,16,18.8%
6/1/2020,110010812003,GARCIA PEREZ MEDICA Y COMPA•IA SAS,TEUSAQUILLO,TEUSAQUILLO,0,5,0.0%
6/1/2020,110011962901,INSTITUTO DEL CORAZ?N DE BOGOT?,TEUSAQUILLO,TEUSAQUILLO,0,0,Sin Asignaci¢n
6/1/2020,110010975701,INSTITUTO MEDICO DE ESPECIALISTAS CL?NICA DE ESPECIALISTAS CENTRO ODONTOL?GICO,TEUSAQUILLO,TEUSAQUILLO,0,0,Sin Asignaci¢n
6/1/2020,110010303101,NUEVA CL?NICA MAGDALENA,TEUSAQUILLO,TEUSAQUILLO,0,6,0.0%
6/1/2020,110013029601,Unidad de Servicios de Salud Occidente de Kennedy,KENNEDY,TIMIZA,12,21,57.1%
6/1/2020,110010911101,FUNDACI?N CARDIO INFANTIL INSTITUTO DE CARDIOLOG?A,USAQUêN,TOBER?N,21,27,77.8%
6/1/2020,110010910401,CL?NICA JUAN N CORPAS LTDA,SUBA,UPZ ZONA NORTE,0,0,Sin Asignaci¢n
6/1/2020,110010561801,FUNDACI?N SANTA FE DE BOGOT?,USAQUêN,USAQUêN,0,36,0.0%
6/1/2020,110013390301,LOSCOBOS MEDICAL CENTER SAS - LOSCOBOS,USAQUêN,USAQUêN,3,12,25.0%
6/1/2020,110013029401,UNIDAD DE SERVICIOS DE SALUD EL TUNAL,TUNJUELITO,VENECIA,15,26,57.7%
6/2/2020,110010966601,CL?NICA DEL OCCIDENTE S.A.,KENNEDY,AMêRICAS,18,20,90.0%
6/2/2020,110010822203,EUSALUD CL?NICA DE TRAUMATOLOG?A Y ORTOPEDIA,KENNEDY,AMêRICAS,5,7,71.4%
6/2/2020,110010918668,CL?NICA INFANTIL SANTA MAR?A DEL LAGO,ENGATIV?,BOYAC? REAL,10,17,58.8%
6/2/2020,110012507001,ADMINISTRADORA CL?NICA LA COLINA SAS,SUBA,CASA BLANCA SUBA,1,9,11.1%
6/2/2020,110010936101,CL?NICA DE MARLY,CHAPINERO,CHAPINERO,0,5,0.0%
6/2/2020,110010817102,CL?NICA INFANTIL COLSUBSIDIO,CHAPINERO,CHAPINERO,0,0,Sin Asignaci¢n
6/2/2020,110010945601,HOSPITAL UNIVERSITARIO SAN IGNACIO,CHAPINERO,CHAPINERO,1,8,12.5%
6/2/2020,110010817151,CL?NICA COLSUBSIDIO CALLE 100,CHAPINERO,CHIC? LAGO,0,1,0.0%
6/2/2020,110010793901,CL?NICA DE LA MUJER,CHAPINERO,CHIC? LAGO,0,0,Sin Asignaci¢n
6/2/2020,110010959901,CL?NICA DEL COUNTRY IPS,CHAPINERO,CHIC? LAGO,5,19,26.3%
6/2/2020,110012529701,CL?NICA LOS NOGALES SAS,CHAPINERO,CHIC? LAGO,10,15,66.7%
6/2/2020,110013502501,CL?NICA NUEVA EL LAGO S.A.S - SEDE CALLE 76,CHAPINERO,CHIC? LAGO,13,17,76.5%
6/2/2020,110010559735,Centro de Atenci¢n en Salud Cafam Cl°nica Calle 93,CHAPINERO,CHIC? LAGO,9,11,81.8%
6/2/2020,110012337101,CL?NICA VIP CENTRO DE MEDICINA INTERNACIONAL,CHAPINERO,CHIC? LAGO,3,6,50.0%
6/2/2020,110010918630,CL?NICA UNIVERSITARIA COLOMBIA,TEUSAQUILLO,CIUDAD SALITRE ORIENTAL,5,23,21.7%
6/2/2020,110010918608,CL?NICA REINA SOFIA,USAQUêN,COUNTRY CLUB,2,9,22.2%
6/2/2020,110011613301,HOSPITAL INFANTIL UNIVERSITARIO DE SAN JOSE,BARRIOS UNIDOS,DOCE DE OCTUBRE,8,10,80.0%
6/2/2020,110011864202,HOSPITAL UNIVERSITARIO BARRIOS UNIDOS-MEDERI,BARRIOS UNIDOS,DOCE DE OCTUBRE,0,6,0.0%
6/2/2020,110013029625,Unidad de Servicios de Salud Fontib¢n,FONTIB?N,FONTIB?N,3,6,50.0%
6/2/2020,110010559702,CENTRO DE ATENCI?N EN SALUD CAFAM CL?NICA,TEUSAQUILLO,GALER?AS,0,0,Sin Asignaci¢n
6/2/2020,110010817103,CL?NICA COLSUBSIDIO CIUDAD ROMA,KENNEDY,KENNEDY CENTRAL,22,22,100.0%
6/2/2020,110012215001,CL?NICA MEDICAL S.A.S. PROINFO,KENNEDY,KENNEDY CENTRAL,2,16,12.5%
6/2/2020,110010825801,INSTITUTO DE ORTOPEDIA INFANTIL ROOSEVELT,LA CANDELARIA,LA CANDELARIA,0,0,Sin Asignaci¢n
6/2/2020,110010644701,FUNDACI?N ABOOD SHAIO,SUBA,LA FLORESTA,7,20,35.0%
6/2/2020,110011864201,HOSPITAL UNIVERSITARIO MAYOR-MEDERI,LOS M?RTIRES,LA SABANA,20,24,83.3%
6/2/2020,110012688701,NATIONAL CLINICS CENTENARIO SAS,LOS M?RTIRES,LA SABANA,18,20,90.0%
6/2/2020,110010867901,SOCIEDAD DE CIRUG?A DE BOGOT? - HOSPITAL DE SAN JOSê,LOS M?RTIRES,LA SABANA,5,9,55.6%
6/2/2020,110013029101,UNIDAD DE SERVICIOS DE SALUD SIM?N BOL?VAR,USAQUêN,LA URIBE,16,47,34.0%
6/2/2020,110012427906,CENTRO HOSPITALARIO SAN NICOLAS,BARRIOS UNIDOS,LOS ALC?ZARES,2,3,66.7%
6/2/2020,110010817160,COLSUBSIDIO CL?NICA 94,BARRIOS UNIDOS,LOS ANDES,11,12,91.7%
6/2/2020,110012084003,MIOCARDIO S.A.S CASTELLANA,BARRIOS UNIDOS,LOS ANDES,0,0,Sin Asignaci¢n
6/2/2020,110013028902,UNIDAD DE SERVICIOS DE SALUD SAN BLAS,SAN CRIST?BAL,LOS LIBERTADORES,0,6,0.0%
6/2/2020,110011693801,HOSPITAL MILITAR CENTRAL,CHAPINERO,PARDO RUBIO,7,28,25.0%
6/2/2020,110012311801,HOSPITAL CENTRAL POLIC?A NACIONAL,TEUSAQUILLO,PARQUE SIM?N BOL?VAR,6,10,60.0%
6/2/2020,110012760501,HOSPITAL UNIVERSITARIO NACIONAL DE COLOMBIA,TEUSAQUILLO,PARQUE SIM?N BOL?VAR,6,24,25.0%
6/2/2020,110010917802,CENTRO POLICL?NICO DEL OLAYA,RAFAEL URIBE URIBE,QUIROGA,5,8,62.5%
6/2/2020,110013028901,UNIDAD DE SERVICIOS DE SALUD SANTA CLARA,ANTONIO NARI•O,RESTREPO,11,38,28.9%
6/2/2020,110010413101,FUNDACI?N HOSPITAL SAN CARLOS,RAFAEL URIBE URIBE,SAN JOSê,9,25,36.0%
6/2/2020,110013187101,CL?NICA SANTA TERESITA DE NORMAND?A,ENGATIV?,SANTA CECILIA,0,0,Sin Asignaci¢n
6/2/2020,110012215003,CL?NICA MEDICAL S.A.S. SEDE SANTA JULIANA,LOS M?RTIRES,SANTA ISABEL,0,0,Sin Asignaci¢n
6/2/2020,110010568101,FUNDACI?N HOSPITAL DE LA MISERICORDIA,LOS M?RTIRES,SANTA ISABEL,0,0,Sin Asignaci¢n
6/2/2020,110010922401,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DE LA SAMARITANA,SAN CRIST?BAL,SOSIEGO,0,0,Sin Asignaci¢n
6/2/2020,110010566801,HOSPITAL UNIVERSITARIO CL?NICA SAN RAFAEL,SAN CRIST?BAL,SOSIEGO,15,20,75.0%
6/2/2020,110010606501,INSTITUTO NACIONAL DE CANCEROLOG?A - EMPRESA SOCIAL DEL ESTADO,SAN CRIST?BAL,SOSIEGO,0,0,Sin Asignaci¢n
6/2/2020,110010752101,CL?NICA NUEVA,TEUSAQUILLO,TEUSAQUILLO,0,0,Sin Asignaci¢n
6/2/2020,110010895201,CL?NICA PALERMO,TEUSAQUILLO,TEUSAQUILLO,4,16,25.0%
6/2/2020,110010812003,GARCIA PEREZ MEDICA Y COMPA•IA SAS,TEUSAQUILLO,TEUSAQUILLO,0,5,0.0%
6/2/2020,110011962901,INSTITUTO DEL CORAZ?N DE BOGOT?,TEUSAQUILLO,TEUSAQUILLO,0,0,Sin Asignaci¢n
6/2/2020,110010975701,INSTITUTO MEDICO DE ESPECIALISTAS CL?NICA DE ESPECIALISTAS CENTRO ODONTOL?GICO,TEUSAQUILLO,TEUSAQUILLO,0,0,Sin Asignaci¢n
6/2/2020,110010303101,NUEVA CL?NICA MAGDALENA,TEUSAQUILLO,TEUSAQUILLO,0,6,0.0%
6/2/2020,110013029601,Unidad de Servicios de Salud Occidente de Kennedy,KENNEDY,TIMIZA,14,21,66.7%
6/2/2020,110010911101,FUNDACI?N CARDIO INFANTIL INSTITUTO DE CARDIOLOG?A,USAQUêN,TOBER?N,20,27,74.1%
6/2/2020,110010910401,CL?NICA JUAN N CORPAS LTDA,SUBA,UPZ ZONA NORTE,0,0,Sin Asignaci¢n
6/2/2020,110010561801,FUNDACI?N SANTA FE DE BOGOT?,USAQUêN,USAQUêN,1,36,2.8%
6/2/2020,110013390301,LOSCOBOS MEDICAL CENTER SAS - LOSCOBOS,USAQUêN,USAQUêN,2,12,16.7%
6/2/2020,110013029401,UNIDAD DE SERVICIOS DE SALUD EL TUNAL,TUNJUELITO,VENECIA,16,26,61.5%
6/3/2020,110010966601,CL?NICA DEL OCCIDENTE S.A.,KENNEDY,AMêRICAS,13,20,65.0%
6/3/2020,110010822203,EUSALUD CL?NICA DE TRAUMATOLOG?A Y ORTOPEDIA,KENNEDY,AMêRICAS,6,7,85.7%
6/3/2020,110010918668,CL?NICA INFANTIL SANTA MAR?A DEL LAGO,ENGATIV?,BOYAC? REAL,10,17,58.8%
6/3/2020,110012507001,ADMINISTRADORA CL?NICA LA COLINA SAS,SUBA,CASA BLANCA SUBA,2,9,22.2%
6/3/2020,110010936101,CL?NICA DE MARLY,CHAPINERO,CHAPINERO,0,5,0.0%
6/3/2020,110010817102,CL?NICA INFANTIL COLSUBSIDIO,CHAPINERO,CHAPINERO,0,0,Sin Asignaci¢n
6/3/2020,110010945601,HOSPITAL UNIVERSITARIO SAN IGNACIO,CHAPINERO,CHAPINERO,4,8,50.0%
6/3/2020,110010817151,CL?NICA COLSUBSIDIO CALLE 100,CHAPINERO,CHIC? LAGO,0,1,0.0%
6/3/2020,110010793901,CL?NICA DE LA MUJER,CHAPINERO,CHIC? LAGO,0,0,Sin Asignaci¢n
6/3/2020,110010959901,CL?NICA DEL COUNTRY IPS,CHAPINERO,CHIC? LAGO,7,19,36.8%
6/3/2020,110012529701,CL?NICA LOS NOGALES SAS,CHAPINERO,CHIC? LAGO,9,15,60.0%
6/3/2020,110013502501,CL?NICA NUEVA EL LAGO S.A.S - SEDE CALLE 76,CHAPINERO,CHIC? LAGO,15,17,88.2%
6/3/2020,110010559735,Centro de Atenci¢n en Salud Cafam Cl°nica Calle 93,CHAPINERO,CHIC? LAGO,10,11,90.9%
6/3/2020,110012337101,CL?NICA VIP CENTRO DE MEDICINA INTERNACIONAL,CHAPINERO,CHIC? LAGO,1,6,16.7%
6/3/2020,110010918630,CL?NICA UNIVERSITARIA COLOMBIA,TEUSAQUILLO,CIUDAD SALITRE ORIENTAL,5,23,21.7%
6/3/2020,110010918608,CL?NICA REINA SOFIA,USAQUêN,COUNTRY CLUB,1,9,11.1%
6/3/2020,110011613301,HOSPITAL INFANTIL UNIVERSITARIO DE SAN JOSE,BARRIOS UNIDOS,DOCE DE OCTUBRE,10,10,100.0%
6/3/2020,110011864202,HOSPITAL UNIVERSITARIO BARRIOS UNIDOS-MEDERI,BARRIOS UNIDOS,DOCE DE OCTUBRE,0,6,0.0%
6/3/2020,110013029625,Unidad de Servicios de Salud Fontib¢n,FONTIB?N,FONTIB?N,4,6,66.7%
6/3/2020,110010559702,CENTRO DE ATENCI?N EN SALUD CAFAM CL?NICA,TEUSAQUILLO,GALER?AS,0,0,Sin Asignaci¢n
6/3/2020,110010817103,CL?NICA COLSUBSIDIO CIUDAD ROMA,KENNEDY,KENNEDY CENTRAL,22,22,100.0%
6/3/2020,110012215001,CL?NICA MEDICAL S.A.S. PROINFO,KENNEDY,KENNEDY CENTRAL,2,16,12.5%
6/3/2020,110010825801,INSTITUTO DE ORTOPEDIA INFANTIL ROOSEVELT,LA CANDELARIA,LA CANDELARIA,0,0,Sin Asignaci¢n
6/3/2020,110010644701,FUNDACI?N ABOOD SHAIO,SUBA,LA FLORESTA,5,20,25.0%
6/3/2020,110011864201,HOSPITAL UNIVERSITARIO MAYOR-MEDERI,LOS M?RTIRES,LA SABANA,15,24,62.5%
6/3/2020,110012688701,NATIONAL CLINICS CENTENARIO SAS,LOS M?RTIRES,LA SABANA,19,20,95.0%
6/3/2020,110010867901,SOCIEDAD DE CIRUG?A DE BOGOT? - HOSPITAL DE SAN JOSê,LOS M?RTIRES,LA SABANA,6,9,66.7%
6/3/2020,110013029101,UNIDAD DE SERVICIOS DE SALUD SIM?N BOL?VAR,USAQUêN,LA URIBE,15,47,31.9%
6/3/2020,110012427906,CENTRO HOSPITALARIO SAN NICOLAS,BARRIOS UNIDOS,LOS ALC?ZARES,2,3,66.7%
6/3/2020,110010817160,COLSUBSIDIO CL?NICA 94,BARRIOS UNIDOS,LOS ANDES,11,12,91.7%
6/3/2020,110012084003,MIOCARDIO S.A.S CASTELLANA,BARRIOS UNIDOS,LOS ANDES,0,0,Sin Asignaci¢n
6/3/2020,110013028902,UNIDAD DE SERVICIOS DE SALUD SAN BLAS,SAN CRIST?BAL,LOS LIBERTADORES,0,6,0.0%
6/3/2020,110011693801,HOSPITAL MILITAR CENTRAL,CHAPINERO,PARDO RUBIO,6,28,21.4%
6/3/2020,110012311801,HOSPITAL CENTRAL POLIC?A NACIONAL,TEUSAQUILLO,PARQUE SIM?N BOL?VAR,9,10,90.0%
6/3/2020,110012760501,HOSPITAL UNIVERSITARIO NACIONAL DE COLOMBIA,TEUSAQUILLO,PARQUE SIM?N BOL?VAR,6,23,26.1%
6/3/2020,110010917802,CENTRO POLICL?NICO DEL OLAYA,RAFAEL URIBE URIBE,QUIROGA,8,8,100.0%
6/3/2020,110013028901,UNIDAD DE SERVICIOS DE SALUD SANTA CLARA,ANTONIO NARI•O,RESTREPO,12,38,31.6%
6/3/2020,110010413101,FUNDACI?N HOSPITAL SAN CARLOS,RAFAEL URIBE URIBE,SAN JOSê,9,25,36.0%
6/3/2020,110013187101,CL?NICA SANTA TERESITA DE NORMAND?A,ENGATIV?,SANTA CECILIA,0,0,Sin Asignaci¢n
6/3/2020,110012215003,CL?NICA MEDICAL S.A.S. SEDE SANTA JULIANA,LOS M?RTIRES,SANTA ISABEL,0,0,Sin Asignaci¢n
6/3/2020,110010568101,FUNDACI?N HOSPITAL DE LA MISERICORDIA,LOS M?RTIRES,SANTA ISABEL,0,0,Sin Asignaci¢n
6/3/2020,110010922401,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DE LA SAMARITANA,SAN CRIST?BAL,SOSIEGO,0,0,Sin Asignaci¢n
6/3/2020,110010566801,HOSPITAL UNIVERSITARIO CL?NICA SAN RAFAEL,SAN CRIST?BAL,SOSIEGO,13,20,65.0%
6/3/2020,110010606501,INSTITUTO NACIONAL DE CANCEROLOG?A - EMPRESA SOCIAL DEL ESTADO,SAN CRIST?BAL,SOSIEGO,0,0,Sin Asignaci¢n
6/3/2020,110010752101,CL?NICA NUEVA,TEUSAQUILLO,TEUSAQUILLO,0,0,Sin Asignaci¢n
6/3/2020,110010895201,CL?NICA PALERMO,TEUSAQUILLO,TEUSAQUILLO,3,16,18.8%
6/3/2020,110010812003,GARCIA PEREZ MEDICA Y COMPA•IA SAS,TEUSAQUILLO,TEUSAQUILLO,0,5,0.0%
6/3/2020,110011962901,INSTITUTO DEL CORAZ?N DE BOGOT?,TEUSAQUILLO,TEUSAQUILLO,0,1,0.0%
6/3/2020,110010975701,INSTITUTO MEDICO DE ESPECIALISTAS CL?NICA DE ESPECIALISTAS CENTRO ODONTOL?GICO,TEUSAQUILLO,TEUSAQUILLO,0,0,Sin Asignaci¢n
6/3/2020,110010303101,NUEVA CL?NICA MAGDALENA,TEUSAQUILLO,TEUSAQUILLO,0,6,0.0%
6/3/2020,110013029601,Unidad de Servicios de Salud Occidente de Kennedy,KENNEDY,TIMIZA,14,21,66.7%
6/3/2020,110010911101,FUNDACI?N CARDIO INFANTIL INSTITUTO DE CARDIOLOG?A,USAQUêN,TOBER?N,18,27,66.7%
6/3/2020,110010910401,CL?NICA JUAN N CORPAS LTDA,SUBA,UPZ ZONA NORTE,0,0,Sin Asignaci¢n
6/3/2020,110010561801,FUNDACI?N SANTA FE DE BOGOT?,USAQUêN,USAQUêN,1,36,2.8%
6/3/2020,110013390301,LOSCOBOS MEDICAL CENTER SAS - LOSCOBOS,USAQUêN,USAQUêN,3,12,25.0%
6/3/2020,110013029401,UNIDAD DE SERVICIOS DE SALUD EL TUNAL,TUNJUELITO,VENECIA,20,26,76.9%
